"","Name_submitted","Accepted_name","Common.Name","Butterflies.and.Moths.Supported","Attracts.Wildlife","Plant.Type","Form","Height","Width","Growth.Rate","Seasonality","Flower.Color","Flowering.Season","Fragrance","Sun","Soil.Drainage","Water.Requirement","Summer.Irrigation","Ease.of.Care","Nursery.Availability","Companions","Special.Uses","Communities..simplified.","Communities","Hardiness","Sunset.Zones","Soil","Soil.Texture","Soil.pH","Soil.Toxicity","Mulch","Site.Type","Elevation..min.","Elevation..max.","Rainfall..min.","Rainfall..max.","Tips","Pests","Propagation","Height..min.","Height..max.","Width..min.","Width..max.","Other.Names","Alternative.Common.Names","Obsolete.Names","Rarity","Is.Cultivar","Jepson.Link","Plant.Url","QR.Codes..change.number.to.change.image.size.in.pixels."
"3427","Eriogonum apiculatum","Eriogonum apiculatum","San Jacinto Wild Buckwheat",37,"Bees, Butterflies, Caterpillars","Annual herb","","8 - 36 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","Desert, Forest, Woodland","Joshua Tree Woodland, Pinyon-Juniper Woodland, Yellow Pine Forest","","","","","","","","",NA,NA,3.18,38.61,"","","",8,36,NA,NA,"","San Jacinto Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+apiculatum","https://calscape.org/Eriogonum-apiculatum-%28San-Jacinto-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-apiculatum-%28San-Jacinto-Wild-Buckwheat%29.png"
"3428","Eriogonum apricum","Eriogonum apricum","Ione Buckwheat",19,"Bees, Butterflies, Caterpillars","Perennial herb","","0.4 - 0.8 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","Chaparral","Chaparral","","","","","","","","",NA,NA,NA,NA,"","","",0.4,0.8,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+apricum","https://calscape.org/Eriogonum-apricum-%28Ione-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-apricum-%28Ione-Buckwheat%29.png"
"3429","Eriogonum apricum var. apricum","Eriogonum apricum var. apricum","Ione Buckwheat",8,"Bees, Butterflies, Caterpillars","Perennial herb","","0.4 - 0.8 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,20.02,28.77,"","","",0.4,0.8,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+apricum+var.+apricum","https://calscape.org/Eriogonum-apricum-var.-apricum-%28Ione-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-apricum-var.-apricum-%28Ione-Buckwheat%29.png"
"3430","Eriogonum apricum var. prostratum","Eriogonum apricum var. prostratum","Irish Hill Buckwheat",9,"Bees, Butterflies, Caterpillars","Perennial herb","","0.4 - 0.8 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,0,"","","",0.4,0.8,NA,NA,"","Ione Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+apricum+var.+prostratum","https://calscape.org/Eriogonum-apricum-var.-prostratum-%28Irish-Hill-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-apricum-var.-prostratum-%28Irish-Hill-Buckwheat%29.png"
"3431","Eriogonum arborescens","Eriogonum arborescens","Santa Cruz Island Buckwheat",23,"Bats, Bees, Birds, Butterflies, Caterpillars","Shrub","Mounding, Spreading","2 - 7 ft","2 - 9 ft","Moderate, Slow","Evergreen","Brown, Pink, White","Spring, Summer, Fall","None","Full Sun","Fast, Medium, Slow","Low, Very Low","Max 1x / month once established","Easy","Commonly Available","<p>Island companion plants include Santa Cruz Island Ironwood, Island Live Oak, Island Bristleweed, Channel Island Tree Poppy and Giant Coreopsis. Other chaparral and sage scrub companions include California Encelia, California Sagebrush (Artemisia californica), Bladderpod (Peritoma arborea), and <a href=""/search/?plant=Ceanothus%20(Genus)"">Ceanothus spp.</a></p>","Bank stabilization, Deer resistant","Chaparral, Coastal Scrub","Chaparral, Coastal Scrub","Tolerates cold to 10° F","5, 7, 8*, 9*, 14*, 15*, 16*, 17*, 18, 19*, 20*, 21*, 22*, 23*, 24*","Tolerant of sand and clay","Loamy Sand, Sand, Sandy Loam","6.0 - 8.0","","Organic with Rocks","Dry slopes, bluffs, and canyons on Santa Cruz, Anacapa and Santa Rosa Islands, as part of the island form of chaparral and coastal sage scrub. The predominant atmospheric conditions are strongly marine influenced.",221,1324,11.84,19.16,"<p>Limited or no summer water once established, requires fast draining soil. Prefers sun. Likes dry slopes. This plant is not particularly drought tolerant. It likes summer water every 2-4 weeks.</p>","","For propagating by seed:  No treatment.",24,84,24,108,"Buckwheat, Santa Cruz Island","Island Buckwheat","","Uncommon","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+arborescens","https://calscape.org/Eriogonum-arborescens-%28Santa-Cruz-Island-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-arborescens-%28Santa-Cruz-Island-Buckwheat%29.png"
"3432","Eriogonum argillosum","Eriogonum argillosum","Clay Buckwheat",24,"Bees, Butterflies, Caterpillars","Annual herb","","1 - 2 ft","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,0,"","","",12,24,NA,NA,"","Clay-loving Buckwheat,Coast Range Wild Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+argillosum","https://calscape.org/Eriogonum-argillosum-%28Clay-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-argillosum-%28Clay-Buckwheat%29.png"
"3433","Eriogonum baileyi","Eriogonum baileyi","Bailey's Buckwheat",41,"Bees, Butterflies, Caterpillars","Annual herb","","4 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","Desert, Forest, Woodland","Creosote Bush Scrub, Joshua Tree Woodland, Pinyon-Juniper Woodland, Yellow Pine Forest","","","","","","","","",NA,NA,NA,NA,"","","",4,19,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+baileyi","https://calscape.org/Eriogonum-baileyi-%28Bailey%27s-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-baileyi-%28Bailey%27s-Buckwheat%29.png"
"3434","Eriogonum baileyi var. baileyi","Eriogonum baileyi var. baileyi","Bailey's Wild Buckwheat",41,"Bees, Butterflies, Caterpillars","Annual herb","","4 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,86.86,"","","",4,19,NA,NA,"","Bailey's Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+baileyi+var.+baileyi","https://calscape.org/Eriogonum-baileyi-var.-baileyi-%28Bailey%27s-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-baileyi-var.-baileyi-%28Bailey%27s-Wild-Buckwheat%29.png"
"3435","Eriogonum baileyi var. praebens","Eriogonum baileyi var. praebens","Bailey's Woolly Buckwheat",30,"Bees, Butterflies, Caterpillars","Annual herb","","4 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.06,83.64,"","","",4,19,NA,NA,"","Bailey's Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+baileyi+var.+praebens","https://calscape.org/Eriogonum-baileyi-var.-praebens-%28Bailey%27s-Woolly-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-baileyi-var.-praebens-%28Bailey%27s-Woolly-Buckwheat%29.png"
"3436","Eriogonum bifurcatum","Eriogonum bifurcatum","Forked Buckwheat",9,"Bees, Butterflies, Caterpillars","Annual herb","","4 - 16 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,4.3,8.96,"","","",4,16,NA,NA,"","Pahrump Valley Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+bifurcatum","https://calscape.org/Eriogonum-bifurcatum-%28Forked-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-bifurcatum-%28Forked-Buckwheat%29.png"
"3437","Eriogonum brachyanthum","Eriogonum brachyanthum","Short-flower Wild Buckwheat",38,"Bees, Butterflies, Caterpillars","Annual herb","","1 ft","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","Desert, Woodland","Creosote Bush Scrub, Joshua Tree Woodland, Pinyon-Juniper Woodland","","","","","","","","",NA,NA,0,56.3,"","","",12,12,NA,NA,"","Short-flowered Buckwheat,Shortflower Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+brachyanthum","https://calscape.org/Eriogonum-brachyanthum-%28Short-flower-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-brachyanthum-%28Short-flower-Wild-Buckwheat%29.png"
"3438","Eriogonum brachypodum","Eriogonum brachypodum","Parry's Wild Buckwheat",29,"Bees, Butterflies, Caterpillars","Annual herb","","2 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","Desert, Woodland","Creosote Bush Scrub, Pinyon-Juniper Woodland","","","","","","","","",NA,NA,2.79,38.61,"","","",2,19,NA,NA,"","Parry's Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+brachypodum","https://calscape.org/Eriogonum-brachypodum-%28Parry%27s-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-brachypodum-%28Parry%27s-Wild-Buckwheat%29.png"
"3439","Eriogonum breedlovei","Eriogonum breedlovei","Piute Buckwheat",28,"Bees, Butterflies, Caterpillars","Perennial herb","","0.8 - 4 in","","","","Cream, Pink, White, Red","","","Full Sun, Partial Shade","","Low, Very Low","","","Never or Almost Never Available","","","Forest","Red Fir Forest","","","","","","","","Granite or limestone places",2466,8923,5.34,52.29,"Prefers sun or part shade. Likes granite or limestone soils.","","",0.8,4,NA,NA,"Buckwheat, Piute","Paiute Buckwheat,Needle's Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+breedlovei","https://calscape.org/Eriogonum-breedlovei-%28Piute-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-breedlovei-%28Piute-Buckwheat%29.png"
"3440","Eriogonum breedlovei var. breedlovei","Eriogonum breedlovei var. breedlovei","Breedlove's Buckwheat",17,"Bees, Butterflies, Caterpillars","Perennial herb","","0.8 - 4 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,10.41,44.59,"","","",0.8,4,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+breedlovei+var.+breedlovei","https://calscape.org/Eriogonum-breedlovei-var.-breedlovei-%28Breedlove%27s-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-breedlovei-var.-breedlovei-%28Breedlove%27s-Buckwheat%29.png"
"3441","Eriogonum breedlovei var. shevockii","Eriogonum breedlovei var. shevockii","Needles Buckwheat",23,"Bees, Butterflies, Caterpillars","Perennial herb","","0.8 - 4 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.34,52.29,"","","",0.8,4,NA,NA,"","Needle's Buckwheat,The Needles Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+breedlovei+var.+shevockii","https://calscape.org/Eriogonum-breedlovei-var.-shevockii-%28Needles-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-breedlovei-var.-shevockii-%28Needles-Buckwheat%29.png"
"3442","Eriogonum butterworthianum","Eriogonum butterworthianum","Butterworth's Buckwheat",19,"Bees, Butterflies, Caterpillars","Perennial herb","","4 - 12 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,14.82,51.11,"","","",4,12,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+butterworthianum","https://calscape.org/Eriogonum-butterworthianum-%28Butterworth%27s-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-butterworthianum-%28Butterworth%27s-Buckwheat%29.png"
"3443","Eriogonum caespitosum","Eriogonum caespitosum","Matted Buckwheat",30,"Bees, Butterflies, Caterpillars","Perennial herb","","4 in","","","","Yellow, Red","Spring, Summer","","Partial Shade","Fast","Low, Very Low","","","Rarely Available","","Lawn alternative","Desert, Forest, Woodland","Northern Juniper Woodland, Sagebrush Scrub, Yellow Pine Forest","","","","","","","","Sandy or gravel places",4140,13155,5.84,61.72,"Prefers part shade. Likes sandy or gravel soils.","","",4,4,NA,NA,"Buckwheat, Matted","Mat Buckwheat,Mat Eriogonum,Matted Wild Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+caespitosum","https://calscape.org/Eriogonum-caespitosum-%28Matted-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-caespitosum-%28Matted-Buckwheat%29.png"
"3444","Eriogonum callistum","Eriogonum callistum","Tehachapi Buckwheat",12,"Bees, Butterflies, Caterpillars","Perennial herb","","2 - 14 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,12.06,22.17,"","","",2,14,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+callistum","https://calscape.org/Eriogonum-callistum-%28Tehachapi-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-callistum-%28Tehachapi-Buckwheat%29.png"
"3445","Eriogonum cedrorum","Eriogonum cedrorum","Cedars Buckwheat",4,"Bees, Butterflies, Caterpillars","Perennial herb","","0.8 - 3 in","","","","Yellow","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,40.11,77.83,"","","",0.8,3,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+cedrorum","https://calscape.org/Eriogonum-cedrorum-%28Cedars-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-cedrorum-%28Cedars-Buckwheat%29.png"
"3446","Eriogonum cernuum","Eriogonum cernuum","Nodding Wild Buckwheat",28,"Bees, Butterflies, Caterpillars","Annual herb","","2 - 24 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.32,62.07,"","","",2,24,NA,NA,"","Nodding Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+cernuum","https://calscape.org/Eriogonum-cernuum-%28Nodding-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-cernuum-%28Nodding-Wild-Buckwheat%29.png"
"3447","Eriogonum cinereum","Eriogonum cinereum","Ashyleaf Buckwheat",44,"Bats, Bees, Birds, Butterflies, Caterpillars","Shrub","Rounded","2 - 4 ft","3 - 5 ft","Fast","Evergreen","Brown, Yellow","Winter, Spring, Summer, Fall","","Full Sun","Fast, Medium, Slow","Low, Very Low","Max 1x / month once established","Moderate","Commonly Available","Plant alongside other natives of the California coastal scrub region, such as California Larkspur (Delphinium californicum), Common Tidy Tips (Layia platyglossa), Maritime Brome (Bromus maritimus), and Monterey Indian Paintbrush (Castilleja latifolia).","","Coastal Scrub","Coastal Sage Scrub, Coastal Strand","Tolerates cold to 15 - 25&deg; F","5, 14*, 15*, 16*, 17*, 19, 20, 21, 22*, 23*, 24*","Adaptable","Clay, Loam, Sand","6 - 8","","","Beaches, bluffs",14,2733,6.92,40.52,"Requires fast draining soil. Prefers sun. Likes sandy soils.  This plant is extremely drought tolerant. After established, it should survive the dry months with no supplementary water.  It's moderately sensitive to pathogens that grow in warm moist soils.  It can usually handle summer watering as much as once per month.  If you do water during the summer, make sure you do it in the very early morning, and during a stretch of cooler days in the summer season.","","For propagating by seed:  No treatment.",24,48,36,60,"Buckwheat, Ashyleaf","Coastal Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+cinereum","https://calscape.org/Eriogonum-cinereum-%28Ashyleaf-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-cinereum-%28Ashyleaf-Buckwheat%29.png"
"3448","Eriogonum cithariforme","Eriogonum cithariforme","Cithara Buckwheat",41,"Bees, Butterflies, Caterpillars","Annual herb","","8 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,NA,NA,"","","",8,19,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+cithariforme","https://calscape.org/Eriogonum-cithariforme-%28Cithara-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-cithariforme-%28Cithara-Buckwheat%29.png"
"3449","Eriogonum cithariforme var. agninum","Eriogonum cithariforme var. agninum","Santa Ynez Wild Buckwheat",42,"Bees, Butterflies, Caterpillars","Annual herb","","8 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.89,53.32,"","","",8,19,NA,NA,"","Cithara Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+cithariforme+var.+agninum","https://calscape.org/Eriogonum-cithariforme-var.-agninum-%28Santa-Ynez-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-cithariforme-var.-agninum-%28Santa-Ynez-Wild-Buckwheat%29.png"
"3450","Eriogonum cithariforme var. cithariforme","Eriogonum cithariforme var. cithariforme","Cithara Wild Buckwheat",38,"Butterflies, Caterpillars","Annual herb","","8 - 19 in","","","","Cream, Pink, White","","","","","Low, Very Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,9.44,53.32,"","","",8,19,NA,NA,"","Cithara Buckwheat","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Eriogonum+cithariforme+var.+cithariforme","https://calscape.org/Eriogonum-cithariforme-var.-cithariforme-%28Cithara-Wild-Buckwheat%29","https://calscape.org/storage/app/media/qr/Eriogonum-cithariforme-var.-cithariforme-%28Cithara-Wild-Buckwheat%29.png"
