"","plant_id","active_growth_period","bloat","c_n_ratio","coppice_potential","fall_conspicuous","fire_resistant","flower_color","flower_conspicuous","foliage_color","foliage_porosity_summer","foliage_porosity_winter","foliage_texture","fruit_seed_color","fruit_seed_conspicuous","growth_form","growth_rate","height_at_20_years_maximum_feet","height_mature_feet","known_allelopath","leaf_retention","lifespan","low_growing_grass","nitrogen_fixation","resprout_ability","shape_and_orientation","toxicity","adapted_to_coarse_textured_soils","adapted_to_fine_textured_soils","adapted_to_medium_textured_soils","anaerobic_tolerance","caco_3_tolerance","cold_stratification_required","drought_tolerance","fertility_requirement","fire_tolerance","frost_free_days_minimum","hedge_tolerance","moisture_use","ph_maximum","ph_minimum","planting_density_per_acre_maximum","planting_density_per_acre_minimum","precipitation_maximum","precipitation_minimum","root_depth_minimum","salinity_tolerance","shade_tolerance","temperature_minimum_f","bloom_period","commercial_availability","fruit_seed_abundance","fruit_seed_period_begin","fruit_seed_period_end","fruit_seed_persistence","propagated_by_bare_root","propagated_by_bulb","propagated_by_container","propagated_by_corm","propagated_by_cuttings","propagated_by_seed","propagated_by_sod","propagated_by_sprigs","propagated_by_tubers","seed_per_pound","seed_spread_rate","seedling_vigor","small_grain","vegetative_spread_rate","berry_nut_seed_product","christmas_tree_product","fodder_product","fuelwood_product","lumber_product","naval_store_product","nursery_stock_product","palatable_browse_animal","palatable_human","post_product","pulpwood_product","veneer_product","Name_submitted","Accepted_name","symbol"
"1039",26572,"Spring and Summer","None","Medium","No","No","No","Brown","No","Green","Dense","Porous","Fine","Brown","No","Rhizomatous","Rapid",NA,"4.0","No","No","Long","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","Low","Low","High","90","None","High",9,6,NA,"11000",NA,NA,"20","High","Intermediate","-43","Early Summer","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","Yes","No","3000000","Slow","Medium","No","Rapid","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Juncus arcticus","Juncus arcticus","JUARL"
"1040",26588,"Spring, Summer, Fall","None","High","No","No","No","Red","No","Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Rapid",NA,"3.5","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Low","No","None","Medium","High","145","None","High",7,4.5,"2400","1700","55","35","14","Low","Tolerant","-18","Spring","No Known Source","Medium","Summer","Summer","Yes","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Moderate","Medium","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus biflorus","Juncus biflorus","JUBI"
"1041",26593,"Summer and Fall","None","Medium","No","No","No","Purple","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"1.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Medium","High","80","None","High",7.5,5,"11000","4800","20","12","8","None","Intermediate","-38","Summer","No Known Source","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus biglumis","Juncus biglumis","JUBI2"
"1042",26595,"Spring and Summer","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"3.0","No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Low","No","Low","Medium","Medium","140","None","Medium",6.7,4.5,"4800","2700","55","35","8","None","Intermediate","-23","Late Spring","Routinely Available","High","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus brachycarpus","Juncus brachycarpus","JUBR"
"1043",26597,"Spring, Summer, Fall","None","High","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","Yes","High","Medium","No","None","Medium","High","95","None","High",7.1,5.9,"2400","1700","55","35","12","None","Intermediate","-28","Summer","No Known Source","Medium","Summer","Fall","Yes","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus brachycephalus","Juncus brachycephalus","JUBR2"
"1044",26602,"Spring, Summer, Fall","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Rapid",NA,"1.0","No","No",NA,"No","None","No","Semi-Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Low","None","60","None","Medium",7.6,4.6,"4800","2700","55","10","6","Medium","Intolerant","47","Spring","Routinely Available","High","Summer","Fall","No","Yes","No","No","No","No","No","No","Yes","No","45359242","Moderate","High","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus bufonius","Juncus bufonius","JUBU"
"1045",26611,"Spring, Summer, Fall","None","Medium","No","No","No","Green","No","Green","Dense","Porous","Fine","Brown","No","Bunch","Rapid",NA,"3.2","No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","None","No","None","Low","High","80","None","Medium",5.9,4.5,"4800","1700","60","28","12","Medium","Intermediate","-33","Mid Summer","Routinely Available","High","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No","4535925","Moderate","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus canadensis","Juncus canadensis","JUCA3"
"1046",26616,"Summer","None","Medium","No","No","No","Brown","No","Green","Moderate","Porous","Fine","Brown","No","Stoloniferous","Slow",NA,"1.5","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","High","No","None","Medium","High","65","None","Medium",7.5,5.7,"4800","2700","60","32","10","None","Intolerant","-38","Summer","No Known Source","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","Rapid","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus castaneus","Juncus castaneus","JUCA6"
"1047",70665,"Spring and Summer","None","High","Yes","Yes","No","Green","No","Green","Moderate","Porous","Coarse","Brown","Yes","Single Stem","Rapid","20","80.0","Yes","No","Short","No","None","Yes","Erect","Slight","Yes","No","Yes","None","None","Yes","Low","Medium","Low","105","Low","Medium",7,6,"800","100","80","25","40","None","Intolerant","-33","Late Spring","Routinely Available","Medium","Fall","Winter","Yes","Yes","No","Yes","No","No","Yes","No","No","No","30","Slow","High","No","None","Yes","No","No","High","Yes","No","Yes","Low","Yes","Yes","Yes","Yes","Juglans cinerea","Juglans cinerea","JUCI"
"1048",26623,"Spring and Summer","None","Medium","No","No","No","Brown","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Moderate",NA,"1.5","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Medium","High","85","None","High",8,6,"11000","4800","30","10","10","Medium","Intermediate","-38","Late Summer","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus confusus","Juncus confusus","JUCO2"
"1049",15168,"Spring and Summer","None","High","No","No","No","Yellow","No","Green","Dense","Dense","Medium","Blue","Yes","Single Stem","Slow","5","10.0","Yes","Yes","Long","No","None","No","Semi-Erect","None","Yes","Yes","Yes","None","High","Yes","High","Low","Low","90","Medium","Low",8,5.5,"2200","700","60","20","14","Medium","Intolerant","-43","Mid Spring","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","40363","Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Juniperus communis","Juniperus communis","JUCO6"
"1050",26634,"Spring, Summer, Fall","None","High","No","No","No","Green","No","Red","Dense","Porous","Coarse","Brown","No","Bunch","Moderate",NA,"2.9","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","High","Low","No","Low","Low","High","200","None","Medium",6.5,4.5,"4800","2700","60","13","8","Low","Intermediate","12","Early Summer","Routinely Available","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus dichotomus","Juncus dichotomus","JUDI"
"1051",26641,"Summer","None","High","No","No","No","Brown","No","Green","Moderate","Porous","Medium","White","No","Bunch","Slow",NA,"1.5","No","No","Long","No","None","No","Erect","None","Yes","No","Yes","Medium","Medium","No","Low","Low","High","70","None","Medium",7,5.4,"4800","2700","55","32","14","None","Intermediate","-38","Summer","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus drummondii","Juncus drummondii","JUDR"
"1052",26651,"Spring","None","Medium","No","No","Yes","Brown","No","Dark Green","Moderate","Porous","Coarse","Yellow","No","Bunch","Moderate",NA,"6.6","No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Low","No","Medium","Medium","High","120","None","Medium",8.8,5.5,"4800","2800","60","18","24","Low","Intolerant","-38","Summer","Routinely Available","Medium","Summer","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No","45359242","Slow","High","No","None","No","No","Yes",NA,"No","No","No","High","No","No","No","No","Juncus effusus","Juncus effusus","JUEF"
"1053",26672,"Summer","None","Medium","No","No","No","Purple","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Medium","High","80","None","High",8,6,"4800","2700","40","8","11","Medium","Intermediate","-38","Summer","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus ensifolius","Juncus ensifolius","JUEN"
"1054",15206,"Spring and Summer","None","High","No","Yes","No",NA,"Yes","Green","Dense","Dense","Fine","White","No","Thicket Forming","Rapid","1","4.0","No","Yes","Moderate","No","None","Yes","Prostrate","None","Yes","Yes","Yes","None","None","Yes","Low","Low","Medium","90","None","Medium",7.8,5.5,"4800","1700","65","30","12","None","Intolerant","-43","Mid Spring","Routinely Available","None","Summer","Fall","Yes","Yes","No","Yes","No","Yes","No","No","No","No",NA,"None","Low","No","Slow","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Juniperus horizontalis","Juniperus horizontalis","JUHO2"
"1055",26703,"Spring and Summer","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Low","Low","High","90","None","Medium",7,5.7,"4800","2700","55","20","10","None","Intermediate","-38","Late Spring","Routinely Available","Low","Summer","Summer","Yes","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus interior","Juncus interior","JUIN2"
"1056",26717,"Spring and Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"1.8","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Medium","High","80","None","High",8,6,"4800","2700","40","8","10","Medium","Intermediate","-38","Early Summer","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus longistylis","Juncus longistylis","JULO"
"1057",70672,"Spring and Summer","None","High","Yes","Yes","No","Brown","No","Yellow-Green","Moderate","Porous","Coarse","Brown","Yes","Single Stem","Slow","20","50.0","Yes","No","Long","No","None","Yes","Erect","Slight","Yes","No","Yes","None","Low","Yes","Medium","Medium","None","105","None","Medium",7,6,"800","100","80","25","40","None","Intolerant","-33","Late Spring","Contracting Only","Medium","Fall","Winter","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","90","Slow","Medium","No","None","Yes","No","No","High","Yes","No","Yes","Low","No","Yes","No","Yes","Juglans major","Juglans major","JUMA"
"1058",26724,"Spring and Summer","None","Medium","No","No","No","Brown","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"2.0","No","No","Long","No","None","No","Erect","None","Yes","No","Yes","Medium","Medium","No","Low","Low","High","90","None","Medium",6.8,5.5,"4800","2700","55","32","8","None","Intermediate","-23","Late Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus marginatus","Juncus marginatus","JUMA4"
"1059",26729,"Spring, Summer, Fall","None","Medium","No","No","No","Green","No","Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Moderate",NA,"3.1","No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","None","Low","High","200","None","High",6.8,4.5,"4800","2700","55","36","10","Medium","Tolerant","12","Early Summer","No Known Source","Medium","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Moderate","Medium","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus megacephalus","Juncus megacephalus","JUME"
"1060",26730,"Spring and Summer","None","Medium","No","No","No","Purple","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"0.9","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","High","Medium","No","Low","Medium","High","100","None","High",8,6,"4800","2700","30","10","8","None","Intermediate","-33","Late Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No","45400000","Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Juncus mertensianus","Juncus mertensianus","JUME3"
"1061",26732,"Spring and Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"0.8","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","Low","Medium","High","145","None","Medium",8.2,6.2,"4800","2700","20","8","8","High","Intolerant","-18","Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Juncus mexicanus","Juncus balticus subsp. mexicanus","JUME4"
"1062",70678,"Spring and Summer","None","High","Yes","Yes","No","Green","No","Green","Dense","Moderate","Coarse","Black","Yes","Single Stem","Slow","20","20.0","Yes","No","Long","No","None","No","Erect","Slight","Yes","Yes","Yes","None","Low","Yes","Medium","Low","None","180","Medium","Medium",6.9,5.5,"800","100","32","17","24","None","Intolerant","-3","Mid Spring","Routinely Available","Medium","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No","92","Slow","Medium","No","None","Yes","No","No","High","No","No","Yes",NA,"Yes","No","No","No","Juglans microcarpa","Juglans microcarpa","JUMI"
"1063",15218,"Spring and Summer","None","High","Yes","No","No","Orange","No","Dark Green","Dense","Dense","Fine","Purple","Yes","Multiple Stem","Slow","20","40.0","Yes","Yes","Long","No","None","No","Erect","None","Yes","Yes","Yes","None","High","No","High","Low","None","180","High","Low",8.5,7,"800","100","26","8","12","None","Intolerant","-13","Early Spring","Field Collections Only","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","17630","Slow","Medium","No","None","No","No","No","Medium","Yes","Yes","Yes","Low","Yes","Yes","Yes","Yes","Juniperus monosperma","Juniperus monosperma","JUMO"
"1064",26735,"Spring and Summer","None","Medium","No","No","No","Brown","No","Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","High","Medium","No","Low","Medium","High","100","None","High",7.8,6,"2700","1700","30","10","12","None","Intermediate","-33","Late Spring","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus nevadensis","Juncus nevadensis","JUNE"
"1065",70684,"Spring","None","High","Yes","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","Yes","Single Stem","Rapid","35","100.0","Yes","No","Moderate","No","None","Yes","Erect","Slight","No","No","Yes","None","High","No","Low","High","High","170","None","High",8.2,4.6,"800","100","60","30","40","None","Intolerant","-28","Late Spring","Routinely Available","Low","Fall","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","40","Slow","High","No","None","Yes","No","No","High","Yes","No","Yes","Low","Yes","No","No","Yes","Juglans nigra","Juglans nigra","JUNI"
"1066",26748,"Spring","None","High","No","No","Yes","Green","No","Dark Green","Moderate","Porous","Coarse","Brown","No","Single Stem","Moderate",NA,"2.0","No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Medium","Medium","Medium","150","None","Medium",7.5,4,"19000","11000","50","35","18","None","Intolerant","-28","Summer","Routinely Available","Medium","Summer","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No",NA,"Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Juncus nodosus","Juncus nodosus","JUNO2"
"1067",15223,"Spring and Summer","None","High","Yes","No","No","Yellow","No","Green","Dense","Dense","Fine","Blue","No","Single Stem","Slow","25","33.0","Yes","Yes","Long","No","None","No","Erect","Slight","Yes","No","Yes","None","High","Yes","High","Low","Low","150","High","Low",8.5,6,"1200","700","24","8","12","Medium","Intolerant","-33","Late Spring","Routinely Available","High","Winter","Winter","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","11930","Slow","Low","No","None","No","No","No","Medium","No","No","Yes","Low","No","Yes","No","Yes","Juniperus occidentalis","Juniperus occidentalis","JUOC"
"1068",15227,"Spring and Summer","None","High","No","No","No","Yellow","No","Green","Dense","Dense","Medium","Blue","Yes","Single Stem","Slow","25","26.0","Yes","Yes","Long","No","None","No","Erect","None","Yes","No","Yes","None","High","No","High","Low","Low","140","Medium","Low",8.2,6.5,"1200","300","20","12","20","Low","Intolerant","-28","Early Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","5217","Slow","Low","No","None","No","No","No","Medium","No","No","Yes","Low","No","Yes","No","Yes","Juniperus osteosperma","Juniperus osteosperma","JUOS"
