"","Name_submitted","Accepted_name","Accepted.Symbol","Synonym.Symbol","Symbol","PLANTS.Floristic.Area","State.and.Province","Category","Family","Duration","Growth.Habit","Native.Status","Characteristics.Data","Active.Growth.Period","After.Harvest.Regrowth.Rate","Bloat","C.N.Ratio","Coppice.Potential","Fall.Conspicuous","Fire.Resistance","Flower.Color","Flower.Conspicuous","Foliage.Color","Foliage.Porosity.Summer","Foliage.Porosity.Winter","Foliage.Texture","Fruit.Color","Fruit.Conspicuous","Growth.Form","Growth.Rate","Height.at.Base.Age..Maximum..feet.","Height..Mature..feet.","Known.Allelopath","Leaf.Retention","Lifespan","Low.Growing.Grass","Nitrogen.Fixation","Resprout.Ability","Shape.and.Orientation","Toxicity","Adapted.to.Coarse.Textured.Soils","Adapted.to.Medium.Textured.Soils","Adapted.to.Fine.Textured.Soils","Anaerobic.Tolerance","CaCO.SUB.3..SUB..Tolerance","Cold.Stratification.Required","Drought.Tolerance","Fertility.Requirement","Fire.Tolerance","Frost.Free.Days..Minimum","Hedge.Tolerance","Moisture.Use","pH..Minimum.","pH..Maximum.","Planting.Density.per.Acre..Minimum","Planting.Density.per.Acre..Maximum","Precipitation..Minimum.","Precipitation..Maximum.","Root.Depth..Minimum..inches.","Salinity.Tolerance","Shade.Tolerance","Temperature..Minimum..F.","Bloom.Period","Commercial.Availability","Fruit.Seed.Abundance","Fruit.Seed.Period.Begin","Fruit.Seed.Period.End","Fruit.Seed.Persistence","Propogated.by.Bare.Root","Propogated.by.Bulbs","Propogated.by.Container","Propogated.by.Corms","Propogated.by.Cuttings","Propogated.by.Seed","Propogated.by.Sod","Propogated.by.Sprigs","Propogated.by.Tubers","Seeds.per.Pound","Seed.Spread.Rate","Seedling.Vigor","Small.Grain","Vegetative.Spread.Rate","Berry.Nut.Seed.Product","Christmas.Tree.Product","Fodder.Product","Fuelwood.Product","Lumber.Product","Naval.Store.Product","Nursery.Stock.Product","Palatable.Browse.Animal","Palatable.Graze.Animal","Palatable.Human","Post.Product","Protein.Potential","Pulpwood.Product","Veneer.Product"
"921","Hemerocallis",NA,"HEMER",NA,"HEMER","NA (L48)","CAN(NB, NS, ON, PE, QC), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Liliaceae",NA,NA,"L48(I)CAN(I)","Yes","Spring and Summer",NA,"None","Medium","No","No","No","Orange","Yes","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Rapid",NA,3,"No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","Low","Medium","No","Medium","Medium","Medium",110,"None","Medium",4.8,8,2700,19000,28,60,16,"Low","Intermediate",-23,"Summer","Routinely Available","Medium","Summer","Fall","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No",19000,"None","Low","No","Slow","No","No","No",NA,"No","No","Yes","Low","Low","No","No","Low","No","No"
"922","Heracleum maximum","Heracleum maximum","HEMA80",NA,"HEMA80","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)","Dicot","Apiaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Coarse","Brown","No","Multiple Stem","Moderate",NA,8,"No","No","Short","No","None","No","Erect","Slight","Yes","Yes","Yes","Medium","Medium","No","Low","Medium","High",110,"None","High",5.4,7.3,NA,NA,14,45,12,"None","Intolerant",-38,"Early Summer","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No",47569,"Rapid","Medium","No","Moderate","No","No","Yes",NA,"No","No","No","Medium","Medium","Yes","No","Low","No","No"
"923","Hesperis matronalis","Hesperis matronalis","HEMA3",NA,"HEMA3","NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AK, AR, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)","Dicot","Brassicaceae","Biennial, Perennial","Forb/herb","L48(I)AK(I)CAN(I)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Purple","Yes","Green","Moderate","Porous","Medium","Brown","No","Bunch","Rapid",NA,4,"No","No","Short","No","None","No","Erect","None","No","Yes","No","None","Low","No","Medium","Medium","Low",120,"None","Medium",5,7,4800,18000,32,60,12,"None","Intermediate",-23,"Spring","No Known Source","Medium","Summer","Fall","No","No","No","Yes","No","No","Yes","No","No","No",224000,"Moderate","Medium","No","None","No","No","No",NA,"No","No","Yes","Low","Low","No","No","High","No","No"
"924","Hesperostipa comata ssp. comata","Hesperostipa comata subsp. comata","HECOC8",NA,"HECOC8","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK, YT), USA(AZ, CA, CO, IA, ID, IL, IN, KS, MI, MN, MT, ND, NE, NM, NV, NY, OK, OR, RI, SD, TX, UT, WA, WI, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring","Slow","None","High","No","No","No","White","No","Green","Dense","Moderate","Medium","White","Yes","Thicket Forming","Moderate",NA,3,"No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","No","None","Medium","Yes","High","Low","High",130,"None","Low",6.6,8.4,NA,NA,5,20,16,"None","Intolerant",-38,"Early Summer","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",137857,"Slow","Low","No","None","No","No","Yes",NA,"No","No","No","Medium","High","No","No","Medium","No","No"
"925","Hesperostipa spartea","Hesperostipa spartea","HESP11",NA,"HESP11","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(CO, IA, IL, IN, KS, MI, MN, MO, MT, ND, NE, NM, OH, OK, PA, SD, WI, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate",NA,4,"No","No","Moderate","No","None","No","Erect","None","No","Yes","No","None","Medium","No","Medium","Medium","High",85,"None","Medium",5,7.5,NA,NA,18,45,10,"None","Intolerant",-38,"Late Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No",150000,"Moderate","Low","No","None","No","No","Yes",NA,"No","No","No","Low","Medium","No","No","Low","No","No"
"926","Heteropogon contortus","Heteropogon contortus","HECO10",NA,"HECO10","NA (L48), HI, PR, VI","USA+(PR, VI), USA(AZ, CA, FL, HI, NM, TX)","Monocot","Poaceae","Perennial","Graminoid","L48(N)HI(N)PR(N)VI(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,1,"No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","None","None","No","High","Low","High",210,"None","Low",6,8,NA,NA,5,14,10,"Low","Intolerant",7,"Early Summer","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",630000,"Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Medium","Medium","No","No","Low","No","No"
"927","Heterotheca villosa","Heterotheca villosa","HEVI4",NA,"HEVI4","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(AZ, CA, CO, IA, ID, IL, IN, KS, MI, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WI, WY)","Dicot","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Yellow","Yes","Gray-Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Moderate",NA,3,"No","No","Short","No","None","No","Erect","None","Yes","Yes","No","None","Medium","No","Medium","Low","High",130,"None","Low",6,7.5,NA,NA,10,26,14,"Low","Intolerant",-33,"Mid Summer","Field Collections Only","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",336500,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"928","Heterotheca villosa var. villosa","Heterotheca villosa","HEVIV",NA,"HEVIV","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(CO, IA, ID, IL, IN, KS, MI, MN, MT, ND, NE, NM, OR, SD, WA, WI, WY)","Dicot","Asteraceae","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","Yes","Gray-Green","Porous","Porous","Coarse","Brown","No","Single Crown","Moderate",NA,4,"No","No","Long","No","None","No","Erect","None","No","Yes","No","None","Low","No","Medium","Medium","High",120,"None","Medium",5,7.8,NA,NA,14,40,14,"Low","Intolerant",-38,"Mid Summer","No Known Source","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",336500,"Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,NA,"No","No",NA,"No","No"
"929","Heuchera cylindrica","Heuchera cylindrica","HECY2",NA,"HECY2","NA (L48, CAN)","CAN(AB, BC), USA(CA, ID, MT, NV, OR, WA, WY)","Dicot","Saxifragaceae","Perennial","Forb/herb","L48(N)CAN(N)","Yes","Spring and Summer","Rapid","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Rapid",NA,6,"No","No","Short","No","None","No","Rounded","None","Yes","No","No","None","Low","Yes","High","Low","High",120,"High","Low",7,8,NA,NA,10,35,6,"None","Intermediate",-13,"Mid Spring","Contracting Only","Low","Summer","Fall","No","No","No","Yes","No","No","Yes","No","No","No",7616938,"Moderate","High","No","Rapid","No","No","No",NA,"No","No","No","Low","Low","No","No","Medium","No","No"
"930","Heuchera sanguinea","Heuchera sanguinea","HESA3",NA,"HESA3","NA (L48)","USA(AZ, NM, PA)","Dicot","Saxifragaceae","Perennial","Forb/herb","L48(N)","Yes","Spring, Summer, Fall","Slow","None","Medium","No","Yes","No","Red","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate",NA,2,"No","No","Long","No","None","No","Semi-Erect","None","Yes","Yes","No","None","Medium","No","Low","Medium","Medium",145,"None","Medium",5.2,8,2700,11000,12,55,10,"None","Intermediate",-23,"Mid Spring","Routinely Available","Medium","Summer","Fall","No","No","No","Yes","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","Yes",NA,NA,"No","No",NA,"No","No"
"931","Hibiscus aculeatus","Hibiscus aculeatus","HIAC",NA,"HIAC","NA (L48)","USA(AL, FL, GA, LA, MS, NC, SC, TX)","Dicot","Malvaceae","Perennial","Forb/herb","L48(N)","Yes","Summer","Rapid","Low","Medium","No","No","No","White","Yes","Green","Moderate","Porous","Coarse","Green","Yes","Stoloniferous","Rapid",NA,3,"No","No","Short","No","None","No","Erect","None","No","Yes","Yes","High","High","No","Medium","Medium","Medium",260,"High","Medium",6,8.5,640,2560,30,160,12,"None","Intolerant",15,"Summer",NA,"Medium","Summer","Fall","Yes","No","No","Yes","No","No","Yes","No","No","No",7600,"Moderate","High","No","Slow","No","No","No",NA,"No","No","Yes","Medium","Medium","Yes","No","Medium","No","No"
"932","Hibiscus laevis","Hibiscus laevis","HILA2",NA,"HILA2","NA (L48, CAN)","CAN(ON), USA(AL, AR, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)","Dicot","Malvaceae","Perennial","Forb/herb","L48(N)CAN(N)","Yes","Spring, Summer, Fall",NA,"None","Medium","No","No","No","Purple","Yes","Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Moderate",NA,8,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","Low","Medium","High",140,"None","High",5.5,7.2,1700,2700,32,60,12,"None","Intermediate",-13,"Mid Summer","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","Low","No","No","Low","No","No"
"933","Hibiscus moscheutos","Hibiscus moscheutos","HIMO",NA,"HIMO","NA (L48, CAN)","CAN(ON), USA(AL, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, WI, WV)","Dicot","Malvaceae","Annual, Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","Yes","Spring","Slow","None",NA,"No","No","No","White","Yes","Gray-Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Rapid",NA,7,"No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","None","Medium","Low",160,"None","High",4,7.5,2728,3450,35,65,10,"Low","Intolerant",-13,"Summer","Routinely Available","Low","Summer","Fall","No","No","No","Yes","No","No","Yes","No","No","No",200000,"Slow","High","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No",NA,"No","No"
"934","Hieracium albiflorum","Hieracium albiflorum","HIAL2",NA,"HIAL2","NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, QC, SK, YT), USA(AK, CA, CO, ID, MT, NV, OR, SD, UT, WA, WI, WY)","Dicot","Asteraceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","White","Yes","Gray-Green","Porous","Porous","Coarse","Brown","No","Bunch","Moderate",NA,3,"No","No","Moderate","No","None","No","Erect","None","No","Yes","No","None","Medium","No","High","Medium","High",120,"None","Low",6.5,7.8,NA,NA,10,30,12,"None","Intermediate",-33,"Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No",2250000,"Moderate","Medium","No","Moderate","No","No","No",NA,"No","No","No","Medium","Low","No","No",NA,"No","No"
"935","Hieracium scouleri","Hieracium scouleri","HISC2",NA,"HISC2","NA (L48, CAN)","CAN(AB, BC), USA(CA, ID, MT, NV, OR, WA, WY)","Dicot","Asteraceae","Perennial","Forb/herb","L48(N)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Orange","No","Gray-Green","Porous","Porous","Coarse","Brown","Yes","Bunch","Moderate",NA,2,"No","No","Moderate","No","None","No","Erect","None","No","Yes","No","None","Low","No","High","Low","Medium",120,"None","Medium",6.5,7.8,NA,NA,14,30,12,"Low","Intolerant",-33,"Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No",2225000,"Moderate","Medium","No","Moderate","No","No","Yes",NA,"No","No","No","Low","High","No","No","Low","No","No"
"936","Hierochloe odorata","Anthoxanthum nitens","HIOD",NA,"HIOD","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, CT, MA, MD, ME, NH, NJ, NY, RI, VA, VT)","Monocot","Poaceae","Perennial","Graminoid","L48(N)AK(N)CAN(N)GL(N)SPM(N)","Yes","Spring, Summer, Fall","Moderate","None","Medium","No","No","No","Yellow","No","Gray-Green","Porous","Porous","Medium","Black","No","Bunch","Moderate",NA,2,"No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","No","Medium","Medium","No","Low","Medium","High",130,"None","High",5.7,7.4,NA,NA,16,50,12,"Medium","Intermediate",-38,"Mid Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",110000,"Slow","Low","No","None","No","No","Yes",NA,"No","No","No","Medium","Low","No","No","Low","No","No"
"937","Hilaria belangeri","Hilaria belangeri","HIBE",NA,"HIBE","NA (L48)","USA(AZ, NM, TX)","Monocot","Poaceae","Perennial","Graminoid","L48(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Stoloniferous","Moderate",NA,1,"No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","Yes","None","None","No","High","Low","High",220,"None","Low",6,8,NA,NA,5,12,12,"Low","Intolerant",12,"Late Spring","Field Collections Only","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","Yes","No",269000,"Moderate","Medium","No","Slow","No","No","Yes",NA,"No","No","No","High","High","No","No","Medium","No","No"
"938","Hippophae rhamnoides","Hippophae rhamnoides","HIRH80",NA,"HIRH80","NA (CAN)","CAN(AB, QC, SK)","Dicot","Elaeagnaceae","Perennial","Shrub, Tree","CAN(I)NA(I)","Yes","Spring and Summer",NA,"None","High","Yes","Yes","No","Yellow","Yes","White-Gray","Dense","Moderate","Coarse","Orange","Yes","Multiple Stem","Rapid",18,18,"No","No","Moderate","No","Medium","Yes","Semi-Erect","None","Yes","Yes","No","Low","High","No","Medium","Low","High",100,"High","Low",6.5,8,1200,2700,26,50,18,"Medium","Intolerant",-38,"Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No",42000,"Moderate","High","No","Rapid","Yes","No","No",NA,"No","No","Yes","Low","Low","No","No","Medium","No","No"
"939","Hippuris vulgaris","Hippuris vulgaris","HIVU2",NA,"HIVU2","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NM, NV, NY, OR, SD, UT, VT, WA, WI, WY)","Dicot","Hippuridaceae","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)","Yes","Spring and Summer","Slow","None","High","No","No","Yes","Green","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Rapid",NA,3,"No","No","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Low","No","None","Medium","High",120,"None","High",4.8,7,2700,4800,14,55,10,"None","Intolerant",-38,"Late Spring","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No",600000,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No",NA,NA,"No","No",NA,"No","No"
"940","Holcus lanatus","Holcus lanatus","HOLA",NA,"HOLA","NA (L48, AK, CAN), HI, PR","CAN(AB, BC, NB, NF, NS, ON, QC, SK), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV)","Monocot","Poaceae","Perennial","Graminoid","L48(I)AK(I)HI(I)PR(I)CAN(I)","Yes","Spring","Slow","None",NA,"No","No","No","Green","No","White-Gray","Moderate","Porous","Fine","Yellow","No","Multiple Stem","Moderate",NA,3,"No","No","Short","Yes","None","No","Erect","None","Yes","Yes","No","None","Low","No","Medium","Low","None",120,"None","Low",4,7,10912,19360,20,65,4,"None","Intermediate",-23,"Summer","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",1520960,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No",NA,"No","No"
"941","Holodiscus discolor","Holodiscus discolor","HODI",NA,"HODI","NA (L48, CAN)","CAN(BC), USA(AZ, CA, CO, ID, MT, NV, OR, UT, WA)","Dicot","Rosaceae","Perennial","Shrub","L48(N)CAN(N)","Yes","Spring, Summer, Fall",NA,"None","Medium","Yes","No","No","White","Yes","Green","Moderate","Porous","Medium","Brown","No","Multiple Stem","Moderate",3,12,"No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","Medium","Low","Yes","Low","Low","Medium",250,"High","High",6.5,7.5,300,600,9,24,12,"None","Intolerant",7,"Late Summer","Contracting Only","Medium","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",5307000,"Moderate","Medium","No","Rapid","No","No","No",NA,"No","No","Yes","Medium","Medium","No","No","Medium","No","No"
"942","Holodiscus dumosus","Holodiscus dumosus","HODU",NA,"HODU","NA (L48)","USA(AZ, CO, ID, NM, NV, TX, UT, WY)","Dicot","Rosaceae","Perennial","Shrub","L48(N)","Yes","Summer and Fall",NA,"None","Medium","Yes","No","No","White","Yes","Dark Green","Moderate","Porous","Medium","Brown","No","Thicket Forming","Moderate",2,3,"No","No","Moderate","No","None","Yes","Rounded","None","Yes","Yes","No","None","High","Yes","High","Low","Medium",120,"High","Low",7,8,300,600,10,35,12,"None","Intolerant",-23,"Late Summer","Contracting Only","Medium","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",5000000,"Moderate","Medium","No","Rapid","No","No","No",NA,"No","No","Yes","Medium","Medium","No","No","Medium","No","No"
"943","Hordeum brachyantherum","Hordeum brachyantherum","HOBR2",NA,"HOBR2","NA (L48, AK, CAN), HI","CAN(AB, BC, LB, NF, QC, SK, YT), USA(AK, AZ, CA, CO, HI, ID, IL, IN, MD, ME, MO, MS, MT, NH, NJ, NM, NV, NY, OH, OR, PA, TX, UT, WA, WY)","Monocot","Poaceae","Perennial","Graminoid","L48(N)AK(N)HI(I)CAN(N)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,2,"No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","Yes","High","Medium","No","Medium","Low","High",100,"None","Medium",6,8.5,NA,NA,20,80,6,"Medium","Intolerant",-43,"Early Summer","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No",30000,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"944","Hordeum brachyantherum ssp. californicum","Hordeum californicum","HOBRC2",NA,"HOBRC2","NA (L48)","USA(CA, NV, OR)","Monocot","Poaceae","Perennial","Graminoid","L48(N)","Yes","Spring","Slow","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Slow",NA,2,"No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","None","Low","No","Medium","Low","High",180,"None","Low",5.8,8,NA,NA,14,24,10,"Low","Intolerant",-3,"Mid Spring","Contracting Only","Low","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No",30000,"Slow","Low","No","None","No","No","Yes",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"945","Hordeum pusillum","Hordeum pusillum","HOPU",NA,"HOPU","NA (L48, CAN)","CAN(AB, BC), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WY)","Monocot","Poaceae","Annual","Graminoid","L48(N)CAN(N)","Yes","Spring",NA,"None","Low","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Rapid",NA,1,"No","No",NA,"No","None","No","Erect","None","No","Yes","Yes","Medium","Medium","No","Low","Low","None",80,"None","Medium",6.2,8,NA,NA,10,60,8,"Medium","Intolerant",32,"Late Spring","No Known Source","Medium","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No",30000,"Moderate","High","No","None","No","No","No",NA,"No","No","No","Low","Low","No","No","Low","No","No"
"946","Hordeum vulgare","Hordeum vulgare","HOVU",NA,"HOVU","NA (L48, AK, CAN, GL), HI","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT), DEN(GL), USA(AK, AL, AR, AZ, CA, CO, CT, DC, FL, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WY)","Monocot","Poaceae","Annual","Graminoid","L48(I)AK(I)HI(I)CAN(W)GL(W)","Yes","Fall, Winter and Spring","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","Yes","Bunch","Rapid",NA,2,"No","No",NA,"No","None","No","Erect","None","No","Yes","No","Low","Medium","No","Medium","Medium","Low",90,"None","Medium",5,8.5,NA,NA,12,100,10,"High","Intolerant",-43,"Spring","Routinely Available","High","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No",13600,"Slow","High","Yes","None","No","No","Yes",NA,"No","No","No","Medium","High","Yes","No","Medium","No","No"
"947","Hudsonia tomentosa","Hudsonia tomentosa","HUTO",NA,"HUTO","NA (L48, CAN)","CAN(AB, LB, MB, NB, NS, NT, ON, PE, QC, SK), USA(CT, DE, IA, IL, IN, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, RI, VA, VT, WI, WV)","Dicot","Cistaceae","Perennial","Subshrub, Shrub","L48(N)CAN(N)","Yes","Spring and Summer",NA,"None","High","No","Yes","Yes","Yellow","Yes","Gray-Green","Dense","Dense","Fine","Brown","No","Multiple Stem","Slow",NA,1,"No","No","Long","No","None","No","Decumbent","None","Yes","No","No","None","High","Yes","High","Low","Medium",170,"None","Low",5.5,6.9,700,1200,35,55,26,"High","Intolerant",-13,"Late Spring","Routinely Available","Low","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","Low","No","No","Low","No","No"
