"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange"
"2551","Penstemon","Penstemon venustus",NA,NA,"Subshrub, Shrub, Forb/herb","Rapid","No","Short","None","None",0.081371694,0.075268817,TRUE,FALSE,NA,NA,NA
"2552","Peraphyllum","Peraphyllum ramosissimum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,5.55e+11,2835.949951,7.460000396
"2553","Phyllodoce","Phyllodoce breweri",NA,NA,"Subshrub, Shrub","Slow","No","Moderate","None","Slight",0,0,TRUE,FALSE,2.21e+11,2835.949951,5.819999933
"2554","Poa","Poa leibergii",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,1.53e+11,3463,4.240000248
"2555","Poa","Poa leibergii",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0.116245278,0.107526882,TRUE,FALSE,1.53e+11,3463,4.240000248
"2556","Prunus","Prunus pumila",NA,NA,"Shrub","Slow","No","Long","None","None",0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA
"2557","Pulsatilla","Pulsatilla patens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2558","Rhamnus","Rhamnus alnifolia",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.189393939,0.03030303,TRUE,FALSE,NA,NA,NA
"2559","Ribes","Ribes niveum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,3.16e+11,3257.349892,5.080000401
"2560","Rubus","Rubus allegheniensis",27.9681614247859,22.8024735493672,"Subshrub","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,5305861751,709.1500244,1.300000191
"2561","Rubus","Rubus allegheniensis",27.9681614247859,22.8024735493672,"Subshrub","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,2169021987,596.0300293,2.449999809
"2562","Rubus","Rubus allegheniensis",27.9681614247859,22.8024735493672,"Subshrub","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,1658615872,189.1800537,1.739999771
"2563","Rubus","Rubus allegheniensis",27.9681614247859,22.8024735493672,"Subshrub","Rapid","No","Short","None","None",0.06483085,0.181850534,TRUE,FALSE,71214561998,846.1199951,3.300000191
"2564","Rumex","Rumex orbiculatus",NA,NA,NA,NA,NA,NA,NA,NA,0.593395253,0.450980392,TRUE,FALSE,6.77e+11,2574.399963,4.019999981
"2565","Rumex","Rumex venosus",NA,NA,NA,NA,NA,NA,NA,NA,0.593395253,0.450980392,TRUE,FALSE,NA,NA,NA
"2566","Salicornia","Salicornia rubra",NA,NA,"Subshrub, Forb/herb","Rapid","No",NA,"None","None",0.790513834,0.086956522,FALSE,FALSE,NA,NA,NA
"2567","Salicornia","Salicornia rubra",NA,NA,"Subshrub, Forb/herb","Rapid","No",NA,"None","None",0,0,FALSE,FALSE,NA,NA,NA
"2568","Salix","Salix amygdaloides",NA,NA,"Tree, Shrub","Rapid","No","Short","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"2569","Sarcobatus","Sarcobatus vermiculatus",NA,NA,"Shrub","Rapid","No","Long","None","Moderate",0,0,FALSE,FALSE,NA,NA,NA
"2570","Schoenoplectus","Schoenoplectus heterochaetus",NA,NA,"Graminoid","Moderate","No","Long","None","None",3.03030303,0.166666667,TRUE,FALSE,NA,NA,NA
"2571","Sidalcea","Sidalcea glaucescens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.63e+11,3852.150009,5.819999933
"2572","Sporobolus","Sporobolus hookerianus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2573","Sporobolus","Sporobolus hookerianus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2574","Sporobolus","Sporobolus hookerianus",NA,NA,"Graminoid","Moderate","No","Long","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2575","Sporobolus","Sporobolus hookerianus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2576","Sphenopholis","Sphenopholis obtusata",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,FALSE,FALSE,NA,NA,NA
"2577","Sporobolus","Sporobolus compositus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2578","Sporobolus","Sporobolus compositus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2579","Sporobolus","Sporobolus compositus",NA,NA,"Graminoid","Moderate","No","Long","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2580","Sporobolus","Sporobolus compositus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2581","Suaeda","Suaeda moquinii",NA,NA,NA,NA,NA,NA,NA,NA,0.158730159,0.027777778,FALSE,FALSE,NA,NA,NA
"2582","Symphoricarpos","Symphoricarpos longiflorus",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333,0.0625,TRUE,FALSE,7.75e+11,2835.949951,7.460000396
"2583","Symphoricarpos","Symphoricarpos rotundifolius",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333,0.0625,TRUE,FALSE,1.03e+12,2835.949951,7.460000396
"2584","Symphyotrichum","Symphyotrichum ericoides",8.85199737138765,34.4774358088733,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2585","Tetradymia","Tetradymia canescens",NA,NA,"Subshrub, Shrub","Slow","No","Moderate","None","Severe",0,0,FALSE,FALSE,NA,NA,NA
"2586","Tetradymia","Tetradymia spinosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","Severe",0,0,FALSE,FALSE,9.08e+11,1774.089966,7.460000396
"2587","Teucrium","Teucrium canadense",27.9105404517907,32.3506778099593,"Forb/herb","Moderate","No","Moderate","None","None",0.049603175,0.015625,TRUE,TRUE,NA,NA,NA
"2588","Townsendia","Townsendia florifer",NA,NA,NA,NA,NA,NA,NA,NA,0.790513834,0.086956522,FALSE,FALSE,5.48e+11,3364.67997,5.080000401
"2589","Trifolium","Trifolium macrocephalum",NA,NA,"Forb/herb","Rapid","No","Short","Medium","None",0.00911965,0.011673152,TRUE,FALSE,3.76e+11,3784.910004,4.5
"2590","Viola","Viola pinetorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,1.8e+11,2835.949951,5.719999552
"2591","Wyethia","Wyethia amplexicaulis",NA,NA,"Forb/herb","Moderate","No","Long","None","None",2.380952381,0.166666667,FALSE,FALSE,7.27e+11,3526.220001,5.080000401
"2592","Acamptopappus","Acamptopappus sphaerocephalus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,4.4e+11,1282.420044,7.460000396
"2593","Boechera","Boechera perennans",NA,NA,NA,NA,NA,NA,NA,NA,0.534759358,0.088235294,FALSE,FALSE,8.13e+11,1602.079956,7.460000396
"2594","Baileya","Baileya pleniradiata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,5.65e+11,1662,7.460000396
"2595","Batis","Batis maritima",NA,NA,"Subshrub","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"2596","Calochortus","Calochortus kennedyi",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,3.29e+11,1282.420044,7.460000396
"2597","Calochortus","Calochortus plummerae",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,87955731912,1233.060043,4.559999466
"2598","Calochortus","Calochortus striatus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.64e+11,1377.60997,5.080000401
"2599","Camissoniopsis","Camissoniopsis bistorta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.38e+11,1233.060043,4.559999466
"2600","Castilleja","Castilleja flava",NA,NA,NA,NA,NA,NA,NA,NA,0.385964912,0.144736842,FALSE,FALSE,6.76e+11,1987.569916,4.960000515
"2601","Chorizanthe","Chorizanthe staticoides",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.23e+11,1311.560043,4.559999466
"2602","Cirsium","Cirsium arizonicum",NA,NA,NA,NA,NA,NA,NA,NA,0.245630609,0.178082192,TRUE,FALSE,4.98e+11,1662,7.460000396
"2603","Clarkia","Clarkia cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,0.769230769,0.15,FALSE,FALSE,1.03e+11,1613.599998,5.719999552
"2604","Coleogyne","Coleogyne ramosissima",NA,NA,"Shrub","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,4.77e+11,1662,7.460000396
"2605","Cucurbita","Cucurbita palmata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2606","Cylindropuntia","Cylindropuntia acanthocarpa",NA,NA,NA,NA,NA,NA,NA,NA,30,0.6,TRUE,FALSE,3.07e+11,1138.519951,5.75999999
"2607","Cypripedium","Cypripedium parviflorum",NA,NA,NA,NA,NA,NA,NA,NA,0.735294118,0.058823529,FALSE,FALSE,NA,NA,NA
"2608","Dalea","Dalea searlsiae",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,4.44e+11,1513.329956,7.460000396
"2609","Munroa","Munroa pulchella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,9.14e+11,1282.420044,7.460000396
"2610","Digitaria","Digitaria ciliaris",NA,NA,"Graminoid","Rapid","No",NA,"None","None",0.189393939,0.03030303,TRUE,TRUE,NA,NA,NA
"2611","Diplacus","Diplacus calycinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,48988943221,1422.610008,4.459999561
"2612","Dyssodia","Dyssodia papposa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2613","Encelia","Encelia frutescens",NA,NA,NA,NA,NA,NA,NA,NA,26.19047619,0.785714286,FALSE,FALSE,4.92e+11,1662,7.460000396
"2614","Encelia","Encelia virginensis",NA,NA,NA,NA,NA,NA,NA,NA,26.19047619,0.785714286,FALSE,FALSE,4.62e+11,1662,7.460000396
"2615","Enceliopsis","Enceliopsis covillei",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,26368508430,1282.420044,4.329999447
"2616","Ephedra","Ephedra aspera",NA,NA,NA,NA,NA,NA,NA,NA,0.735294118,0.058823529,FALSE,FALSE,5.27e+11,1282.420044,7.460000396
"2617","Ephedra","Ephedra trifurca",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.735294118,0.058823529,FALSE,FALSE,4.52e+11,1282.420044,5.75999999
"2618","Eriastrum","Eriastrum diffusum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,7.56e+11,1396.719971,7.460000396
"2619","Eriastrum","Eriastrum sapphirinum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.67e+11,1330.670044,5.719999552
"2620","Ericameria","Ericameria cooperi",NA,NA,NA,NA,NA,NA,NA,NA,1.307189542,0.111111111,FALSE,FALSE,2.64e+11,1662,5.080000401
"2621","Ericameria","Ericameria pinifolia",NA,NA,"Shrub","Slow","No","Long","None","None",1.307189542,0.111111111,FALSE,FALSE,1.06e+11,1233.060043,4.559999466
"2622","Eriogonum","Eriogonum davidsonii",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,3.95e+11,1396.719971,7.460000396
"2623","Eriogonum","Eriogonum deflexum",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,8.14e+11,1662,7.460000396
"2624","Eriogonum","Eriogonum inflatum",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,7.3e+11,1662,7.460000396
"2625","Euphorbia","Euphorbia cyathophora",NA,NA,NA,NA,NA,NA,NA,NA,0.023912004,0.024390244,TRUE,TRUE,NA,NA,NA
"2626","Fraxinus","Fraxinus anomala",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0.476190476,0.047619048,TRUE,FALSE,5.11e+11,1397.25,7.460000396
"2627","Gaillardia","Gaillardia pulchella",NA,NA,"Forb/herb, Subshrub","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2628","Geraea","Geraea canescens",NA,NA,NA,NA,NA,NA,NA,NA,50,0.25,FALSE,FALSE,3.42e+11,1282.420044,5.82000041
"2629","Gilia","Gilia leptantha",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.82e+11,1396.719971,4.559999466
"2630","Helianthus","Helianthus maximiliani",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",1.647058824,0.411764706,TRUE,FALSE,NA,NA,NA
"2631","Heliomeris","Heliomeris multiflora",18.4888652128268,36.5811340323179,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2632","Deinandra","Deinandra paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,40076222618,1109.970016,4.559999466
"2633","Heterotheca","Heterotheca subaxillaris",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2634","Holodiscus","Holodiscus dumosus",NA,NA,"Shrub","Moderate","No","Moderate","None","None",100,0.5,FALSE,FALSE,1.32e+12,2001.249908,7.460000396
"2635","Horkelia","Horkelia parryi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,12357525394,1444.970032,3.779999971
"2636","Ipomoea","Ipomoea nil",NA,NA,NA,NA,NA,NA,NA,NA,0.101010101,0.022222222,TRUE,TRUE,NA,NA,NA
"2637","Isocoma","Isocoma acradenia",NA,NA,NA,NA,NA,NA,NA,NA,100,0.5,FALSE,FALSE,5.25e+11,1471.01001,7.460000396
"2638","Jamesia","Jamesia americana",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,4.6e+11,1662,7.460000396
"2639","Krameria","Krameria erecta",NA,NA,"Subshrub, Shrub","Slow","No","Moderate","None","None",0,0,FALSE,FALSE,5.57e+11,1282.420044,7.460000396
"2640","Leymus","Leymus salinus",NA,NA,"Graminoid","Moderate","No","Long","None","None",4.285714286,0.3,TRUE,FALSE,5.4e+11,1513.329956,7.460000396
"2641","Acmispon","Acmispon rigidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,4.83e+11,1282.420044,7.460000396
"2642","Lupinus","Lupinus concinnus",NA,NA,NA,NA,NA,NA,NA,NA,0.043459365,0.025423729,TRUE,FALSE,6.39e+11,1662,7.460000396
"2643","Lupinus","Lupinus fulcratus",NA,NA,NA,NA,NA,NA,NA,NA,0.043459365,0.025423729,TRUE,FALSE,1.17e+11,1667.870033,5.920000315
"2644","Lycium","Lycium cooperi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,2.45e+11,1662,5.720000029
"2645","Lycium","Lycium pallidum",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,6.95e+11,1282.420044,7.460000396
"2646","Lycium","Lycium torreyi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.28e+11,1415.75,5.82000041
"2647","Dieteria","Dieteria asteroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,4.1e+11,1138.519951,7.399999976
"2648","Malacothamnus","Malacothamnus davidsonii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,27558900663,1235.200043,4.559999466
"2649","Diplacus","Diplacus bigelovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,3.05e+11,1662,5.82000041
"2650","Mirabilis","Mirabilis nyctaginea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2651","Monarda","Monarda fistulosa",26.5402293374517,33.9662736577161,"Subshrub, Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2652","Muhlenbergia","Muhlenbergia porteri",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,8.32e+11,1282.420044,7.460000396
"2653","Muhlenbergia","Muhlenbergia porteri",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.052882073,0.016129032,TRUE,FALSE,8.32e+11,1282.420044,7.460000396
"2654","Muhlenbergia","Muhlenbergia schreberi",4.99859347591271,42.3018829782437,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2655","Muhlenbergia","Muhlenbergia schreberi",4.99859347591271,42.3018829782437,"Graminoid","Moderate","No","Short","None","None",0.052882073,0.016129032,TRUE,TRUE,NA,NA,NA
"2656","Nicotiana","Nicotiana obtusifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.793650794,0.107142857,TRUE,FALSE,NA,NA,NA
"2657","Nymphaea","Nymphaea mexicana",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2658","Oenothera","Oenothera californica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,3.85e+11,1662,5.82000041
"2659","Oenothera","Oenothera californica",NA,NA,NA,NA,NA,NA,NA,NA,0.102145046,0.04494382,TRUE,FALSE,3.85e+11,1662,5.82000041
"2660","Oenothera","Oenothera laciniata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2661","Oenothera","Oenothera laciniata",NA,NA,NA,NA,NA,NA,NA,NA,0.102145046,0.04494382,TRUE,TRUE,NA,NA,NA
"2662","Oenothera","Oenothera primiveris",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,5.22e+11,1282.420044,7.460000396
"2663","Oenothera","Oenothera primiveris",NA,NA,NA,NA,NA,NA,NA,NA,0.102145046,0.04494382,TRUE,FALSE,5.22e+11,1282.420044,7.460000396
"2664","Opuntia","Opuntia basilaris",NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0.333333333,TRUE,FALSE,4.89e+11,1396.719971,7.460000396
"2665","Opuntia","Opuntia polyacantha",NA,NA,"Shrub","Rapid","No","Moderate","None","None",1.333333333,0.333333333,TRUE,FALSE,NA,NA,NA
"2666","Oxytropis","Oxytropis deflexa",NA,NA,NA,NA,NA,NA,NA,NA,0.510204082,0.12244898,FALSE,FALSE,NA,NA,NA
"2667","Parkinsonia","Parkinsonia aculeata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2668","Paspalum","Paspalum vaginatum",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2669","Penstemon","Penstemon caesius",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,1.11e+11,1451.900009,4.559999466
"2670","Penstemon","Penstemon floridus",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,1.21e+11,1662,5.080000401
"2671","Penstemon","Penstemon fruticiformis",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,1.58e+11,1396.719971,5.080000401
"2672","Penstemon","Penstemon strictus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.081371694,0.075268817,TRUE,FALSE,4.93e+11,1682.770058,7.460000396
"2673","Penstemon","Penstemon subglaber",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,NA,NA,NA
"2674","Penstemon","Penstemon utahensis",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,3.77e+11,1282.420044,7.460000396
"2675","Petalonyx","Petalonyx thurberi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,4.17e+11,1396.719971,5.82000041
"2676","Petrophytum","Petrophytum caespitosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,9.28e+11,2042.909912,7.460000396
"2677","Peucephyllum","Peucephyllum schottii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2.62e+11,1282.420044,5.82000041
"2678","Phacelia","Phacelia crenulata",NA,NA,NA,NA,NA,NA,NA,NA,0.03740835,0.030487805,TRUE,FALSE,1.07e+12,1662,7.460000396
"2679","Phacelia","Phacelia parryi",NA,NA,NA,NA,NA,NA,NA,NA,0.03740835,0.030487805,TRUE,FALSE,35320561080,1219.170044,4.559999466
"2680","Physalis","Physalis crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,4.32e+11,1282.420044,7.460000396
"2681","Pinus","Pinus flexilis",NA,NA,"Tree","Slow","No","Long","None","None",0.216216216,0.08,TRUE,FALSE,NA,NA,NA
"2682","Plantago","Plantago ovata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2683","Plantago","Plantago ovata",NA,NA,NA,NA,NA,NA,NA,NA,0.131967086,0.074561404,TRUE,TRUE,NA,NA,NA
"2684","Hilaria","Hilaria rigida",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,FALSE,FALSE,4.04e+11,1282.420044,7.460000396
"2685","Hilaria","Hilaria rigida",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,FALSE,FALSE,4.04e+11,1282.420044,7.460000396
"2686","Populus","Populus angustifolia",NA,NA,"Tree","Rapid","No","Moderate","None","None",2.43902439,0.5,TRUE,FALSE,NA,NA,NA
"2687","Porophyllum","Porophyllum gracile",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,4.6e+11,1282.420044,7.460000396
"2688","Neltuma","Neltuma velutina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA
"2689","Psorothamnus","Psorothamnus arborescens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,2.41e+11,1662,7.460000396
"2690","Psorothamnus","Psorothamnus fremontii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,3.41e+11,1282.420044,7.460000396
"2691","Psorothamnus","Psorothamnus spinosus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,2.47e+11,1282.420044,5.75999999
"2692","Purshia","Purshia glandulosa",NA,NA,"Shrub","Slow","No","Moderate","Low","None",33.33333333,0.5,FALSE,FALSE,4.19e+11,1662,5.82000041
"2693","Purshia","Purshia stansburiana",NA,NA,"Tree, Shrub","Moderate","No","Moderate","Low","None",33.33333333,0.5,FALSE,FALSE,7.66e+11,2042.909912,7.460000396
"2694","Sairocarpus","Sairocarpus coulterianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1.14e+11,1233.060043,4.559999466
"2695","Scutellaria","Scutellaria mexicana",NA,NA,NA,NA,NA,NA,NA,NA,0.354609929,0.083333333,FALSE,FALSE,3.95e+11,1282.420044,5.82000041
"2696","Salvia","Salvia funerea",NA,NA,NA,NA,NA,NA,NA,NA,0.101577118,0.043678161,TRUE,FALSE,82736497383,1282.420044,5.080000401
"2697","Sida","Sida rhombifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2698","Sidalcea","Sidalcea neomexicana",NA,NA,"Subshrub, Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,9.85e+11,1739.950058,7.460000396
"2699","Solanum","Solanum wallacei",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,10510671776,1038.670013,4.559999466
"2700","Solanum","Solanum wallacei",NA,NA,NA,NA,NA,NA,NA,NA,0.055096419,0.033057851,TRUE,FALSE,10510671776,1038.670013,4.559999466
"2701","Sphaeralcea","Sphaeralcea parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0.04,FALSE,FALSE,7.44e+11,1386.720001,7.460000396
"2702","Sporobolus","Sporobolus flexuosus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2703","Sporobolus","Sporobolus flexuosus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2704","Sporobolus","Sporobolus flexuosus",NA,NA,"Graminoid","Moderate","No","Long","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2705","Sporobolus","Sporobolus flexuosus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2706","Stanleya","Stanleya elata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.46e+11,1282.420044,5.080000401
"2707","Symphyotrichum","Symphyotrichum laeve",39.0672286995951,27.0850566721989,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2708","Tauschia","Tauschia arguta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.14e+11,1233.060043,4.559999466
"2709","Tetradymia","Tetradymia axillaris",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,2.73e+11,1662,5.82000041
"2710","Thamnosma","Thamnosma montana",NA,NA,"Subshrub","Slow","No","Moderate","None","None",NA,NA,FALSE,FALSE,4.1e+11,1282.420044,7.460000396
"2711","Trichostema","Trichostema parishii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.05e+11,1138.519951,4.559999466
"2712","Verbena","Verbena scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"2713","Verbesina","Verbesina encelioides",NA,NA,"Forb/herb","Rapid","No",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"2714","Xylorhiza","Xylorhiza tortifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,5.1e+11,1662,7.460000396
"2715","Abies","Abies bracteata",NA,NA,NA,NA,NA,NA,NA,NA,0.362318841,0.041666667,TRUE,FALSE,17048228887,1208.100037,2.549999714
"2716","Asclepias","Asclepias linaria",NA,NA,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,FALSE,1.33e+11,860.8199768,5.159999847
"2717","Boehmeria","Boehmeria cylindrica",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",NA,NA,TRUE,FALSE,NA,NA,NA
"2718","Calochortus","Calochortus pulchellus",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,3985560669,586.8299866,3.980000019
"2719","Campsis","Campsis radicans",NA,NA,"Vine","Rapid","No","Long","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"2720","Carex","Carex cephalophora",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"2721","Carex","Carex cephalophora",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2722","Carex","Carex cephalophora",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2723","Carex","Carex molesta",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"2724","Carex","Carex molesta",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
