paperid,author,title,year,journal,volume,issue,pages,doi,WoS,type
SHEI2011,"sheil, douglas; padmanaba, michael","innocent invaders? a preliminary assessment of cecropia, an american tree, in java",2011,plant ecology & diversity,4,44230,279-288,10.1080/17550874.2011.610371,Y,article
SHEL1997A,"sheley, roger l.; larson, larry l.",cheatgrass and yellow starthistle growth at 3 soil depths,1997,journal of range management,50,2,146–150,10.2307/4002371,Y,article
SHEL1997B,"sheley, roger l.; olson, bret e.; larson, larry l.",effect of weed seed rate and grass defoliation level on diffuse knapweed,1997,journal of range management,50,1,39–43,10.2307/4002703,Y,article
SHEL1998,"sheley, roger l.; jacobs, james s.; carpinelli, michael f.","distribution, biology, and management of diffuse knapweed (centaurea diffusa) and spotted knapweed (centaurea maculosa)",1998,weed technology,12,2,353–362,10.1017/s0890037x00043931,Y,article
SHEL2006,"sheley, r. l.; denny, m. kirk",community response of nontarget species to herbicide application and removal of the nonindigenous invader potentilla recta l,2006,western north american naturalist,66,1,55–63,10.3398/1527-0904(2006)66[55:cronst]2.0.co;2,Y,article
SHEL2007,"sheley, roger l.; laufenberg, stephen m.; jacobs, james s.; borkowski, john",restoring species richness and diversity in a russian knapweed (acroptilon repens) –infested riparian plant community using herbicides,2007,weed science,55,4,311–318,10.1614/ws-07-001,Y,article
SHEL2008,"sheley, roger l.; bingham, brett s.; svejcar, tony j.",crested wheatgrass defoliation intensity and season on medusahead invasion,2008,rangeland ecology & management,61,2,211–217,10.2111/07-062.1,Y,article
SHEL2009,"sheley, roger l.; svejcar, tony j.",response of bluebunch wheatgrass and medusahead to defoliation,2009,rangeland ecology & management,62,3,278–283,10.2111/08-160r2.1,Y,article
SHEL2010,"sheley, roger l.; james, jeremy",resistance of native plant functional groups to invasion by medusahead (taeniatherum caput-medusae),2010,invasive plant science and management,3,3,294–300,10.1614/ipsm-d-09-00056.1,Y,article
SHEL2012A,"sheley, roger l.; vasquez, edward a.; chamberlain, anna-marie; smith, brenda s.",landscape-scale rehabilitation of medusahead (taeniatherum caput-medusae)-dominated sagebrush steppe,2012,invasive plant science and management,5,4,436–442,10.1614/ipsm-d-12-00030.1,Y,article
SHEL2012B,"sheley, roger l.; bingham, brett s.; davies, kirk w.",rehabilitating medusahead (taeniatherum caput-medusae) infested rangeland using a single-entry approach,2012,weed science,60,4,612–617,10.1614/ws-d-12-00017.1,Y,article
SHEL2012C,"shelton, angela l.",mowing any time after midsummer can manage japanese stiltgrass,2012,invasive plant science and management,5,2,209–216,10.1614/ipsm-d-11-00059.1,Y,article
SHEL2014,"sheley, roger l.; james, jeremy j.",simultaneous intraspecific facilitation and interspecific competition between native and annual grasses,2014,journal of arid environments,104,,80–87,10.1016/j.jaridenv.2014.01.019,Y,article
SHEL2015,"shelby, natasha; peterson, merrill a.","despite extensive pollinator sharing, invasive blackberry has negligible impacts on reproductive success of a rare native wildflower",2015,northwest science,89,1,47–57,10.3955/046.089.0104,Y,article
SHEN2006,"shen, youxin; liu, wenyao; baskin, jerry m.; baskin, carol c.; cao, min","persistent soil seed banks of the globally significant invasive species, eupatorium adenophorum, in yunnan province, south-western china",2006,seed science research,16,2,157–162,10.1079/ssr2006240,Y,article
SHEN2007,"shen, hao; hong, lan; ye, wanhui; cao, honglin; wang, zhangming",the influence of the holoparasitic plant cuscuta campestris on the growth and photosynthesis of its host mikania micrantha,2007,journal of experimental botany,58,11,2929–2937,10.1093/jxb/erm168,Y,article
SHEN2011,"shen, hao; hong, lan; chen, hua; ye, wan hui; cao, hong lin; wang, zhang ming",the response of the invasive weed mikania micrantha to infection density of the obligate parasite cuscuta campestris and its implications for biological control of m. micrantha,2011,botanical studies,52,1,89–97,,Y,article
SHEN2014,"sheng, qiang; zhao, bin; huang, mingyao; wang, lei; quan, zhexue; fang, changming; li, bo; wu, jihua",greenhouse gas emissions following an invasive plant eradication program,2014,ecological engineering,73,,229–237,10.1016/j.ecoleng.2014.09.031,Y,article
SHEN2015,"shen, shicai; xu, gaofeng; clements, david r.; jin, guimei; chen, aidong; zhang, fudou; kato-noguchi, hisashi",suppression of the invasive plant mile-a-minute (mikania micrantha) by local crop sweet potato (ipomoea batatas) by means of higher growth rate and competition for soil nutrients,2015,bmc ecology,15,1,1,10.1186/s12898-014-0033-5,Y,article
SHEN2016,"shen, shicai; xu, gaofeng; clements, david roy; jin, guimei; liu, shufang; yang, yanxian; chen, aidong; zhang, fudou; kato-noguchi, hisashi",suppression of reproductive characteristics of the invasive plant mikania micrantha by sweet potato competition,2016,bmc ecology,16,1,30,10.1186/s12898-016-0085-9,Y,article
SHEN2019,"shen, shicai; xu, gaofeng; li, diyu; jin, guimei; liu, shufang; clements, david roy; yang, yanxian; rao, jia; chen, aidong; zhang, fudou; zhu, xiaocheng; weston, leslie a.","potential use of sweet potato (ipomoea batatas (l.) lam.) to suppress three invasive plant species in agroecosystems (ageratum conyzoides l., bidens pilosa l., and galinsoga parviflora cav.)",2019,agronomy,9,6,318,10.3390/agronomy9060318,Y,article
SHEP2002,"sheppard, andrew w.; hodge, peter; paynter, quentin; rees, mark",factors affecting invasion and persistence of broom cytisus scoparius in australia,2002,journal of applied ecology,39,5,721–734,10.1046/j.1365-2664.2002.00750.x,Y,article
SHEP2012,"sheppard, christine s.; alexander, jake m.; billeter, regula",the invasion of plant communities following extreme weather events under ambient and elevated temperature,2012,plant ecology,213,8,1289–1301,10.1007/s11258-012-0086-5,Y,article
SHER2000,"sher, anna a.; marshall, diane l.; gilbert, steven a.",competition between native populus deltoides and invasive tamarix ramosissima and the implications for reestablishing flooding disturbance,2000,conservation biology,14,6,1744–1754,10.1046/j.1523-1739.2000.99306.x,Y,article
SHER2002,"sher, anna a.; marshall, diane l.; taylor, john p.",establishment patterns of native populus and salix in the presence of invasive nonnative tamarix,2002,ecological applications,12,3,760–772,10.1890/1051-0761(2002)012[0760:eponpa]2.0.co;2,Y,article
SHER2003,"sher, anna a.; marshall, diane l.",seedling competition between native populus deltoides (salicaceae) and exotic tamarix ramosissima (tamaricaceae) across water regimes and substrate types,2003,american journal of botany,90,3,413–422,10.3732/ajb.90.3.413,N,article
SHER2008,"sher, anna a.; gieck, stephanie; brown, cynthia s.; nissen, scott j.",first-year responses of cheatgrass following tamarix spp. control and restoration-related disturbances,2008,restoration ecology,16,1,129–135,10.1111/j.1526-100x.2008.00355.x,Y,article
SHER2009,"sherwood, a. m.; jasieniuk, m.",molecular identification of weedy glyphosate-resistant lolium (poaceae) in california,2009,weed research,49,4,354–364,10.1111/j.1365-3180.2009.00710.x,Y,article
SHER2012,"sherrard, mark e.; maherali, hafiz","local adaptation across a fertility gradient is influenced by soil biota in the invasive grass, bromus inermis",2012,evolutionary ecology,26,3,529–544,10.1007/s10682-011-9518-2,Y,article
SHIE2014A,"shields, joshua m.; jenkins, michael a.; zollner, patrick a.; saunders, michael r.",effects of amur honeysuckle invasion and removal on white-footed mice,2014,the journal of wildlife management,78,5,867–880,10.1002/jwmg.730,Y,article
SHIE2014B,"shiels, aaron b.; ennis, martin k.; shiels, laura",trait-based plant mortality and preference for native versus non-native seedlings by invasive slug and snail herbivores in hawaii,2014,biological invasions,16,9,1929–1940,10.1007/s10530-013-0636-3,Y,article
SHIE2015,"shields, joshua m.; jenkins, michael a.; saunders, michael r.; gibson, kevin d.; zollner, patrick a.; dunning, john b.",influence of intensity and duration of invasion by amur honeysuckle (lonicera maackii) on mixed hardwood forests of indiana,2015,invasive plant science and management,8,1,44–56,10.1614/ipsm-d-14-00044.1,Y,article
SHIF2004,"shiferaw, hailu; teketay, demel; nemomissa, sileshi; assefa, fassil","some biological characteristics that foster the invasion of prosopis juliflora (sw.) dc. at middle awash rift valley area, north-eastern ethiopia",2004,journal of arid environments,58,2,135–154,10.1016/j.jaridenv.2003.08.011,Y,article
SHIH2008,"shih, jessica g.; finkelstein, sarah a.",range dynamics and invasive tendencies in typha latifolia and typha angustifolia in eastern north america derived from herbarium and pollen records,2008,wetlands,28,1,1–16,10.1672/07-40.1,N,article
SHIM2011,"shimamoto, yuko; nomura, naofumi; takaso, tokushiro; setoguchi, hiroaki","overcompensation of seed production caused by clipping of bidens pilosa var. radiata (compositae): implications for weed control on iriomote-jima island, japan",2011,weed biology and management,11,3,118–126,10.1111/j.1445-6664.2011.00415.x,Y,article
SHIP2008,"shipunov, alexey; newcombe, george; raghavendra, anil k.h.; anderson, cort l.",hidden diversity of endophytic fungi in an invasive plant,2008,american journal of botany,95,9,1096–1108,10.3732/ajb.0800024,Y,article
SHIR2014A,"shirk, rebecca y.; hamrick, j. l.",high but variable outcrossing rates in the invasive geranium carolinianum (geraniaceae),2014,american journal of botany,101,7,1200–1206,10.3732/ajb.1400224,Y,article
SHIR2014B,"shirk, rebecca y.; hamrick, james l.",multivariate adaptation but no increase in competitive ability in invasive geranium carolinianum l. (geraniaceae),2014,evolution,68,10,2945–2959,10.1111/evo.12474,Y,article
SHIR2014C,"shirk, r. y.; hamrick, j. l.; zhang, c.; qiang, s.",patterns of genetic diversity reveal multiple introductions and recurrent founder effects during range expansion in invasive populations of geranium carolinianum (geraniaceae),2014,heredity,112,5,497–507,10.1038/hdy.2013.132,Y,article
SHRE2018,"shrestha, uttam babu; sharma, krishna prasad; devkota, anjana; siwakoti, mohan; shrestha, bharat babu",potential impact of climate change on the distribution of six invasive alien plants in nepal,2018,ecological indicators,95,,99-107,10.1016/j.ecolind.2018.07.009,Y,article
SHRE2019A,"shrestha, bharat babu; shrestha, uttam babu; sharma, krishna prasad; thapa-parajuli, resham bahadur; devkota, anjana; siwakoti, mohan","community perception and prioritization of invasive alien plants in chitwan-annapurna landscape, nepal",2019,journal of environmental management,229,,38-47,10.1016/j.jenvman.2018.06.034,Y,article
SHRE2019B,"shrestha, uttam babu; shrestha, bharat babu",climate change amplifies plant invasion hotspots in nepal,2019,diversity and distributions,25,10,1599-1612,10.1111/ddi.12963,Y,article
SHRI2011,"shriver, w. gregory; gibbs, james p.; woltz, hara w.; schwarz, nicole p.; pepper, margaret a.",galápagos rail laterallus spilonotus population change associated with habitat invasion by the red-barked quinine tree cinchona pubescens,2011,bird conservation international,21,2,221–227,10.1017/s0959270910000481,N,article
SHUS2005,"shuster, william d.; herms, catherine p.; frey, mark n.; doohan, douglas j.; cardina, john",comparison of survey methods for an invasive plant at the subwatershed level,2005,biological invasions,7,3,393–403,10.1007/s10530-004-3904-4,Y,article
SHUS2009,"shustack, daniel p.; rodewald, amanda d.; waite, thomas a.",springtime in the city: exotic shrubs promote earlier greenup in urban forests,2009,biological invasions,11,6,1357–1371,10.1007/s10530-008-9343-x,Y,article
SHYU2013,"shyu, esther; pardini, eleanor a.; knight, tiffany m.; caswell, hal","a seasonal, density-dependent model for the management of an invasive weed",2013,ecological applications,23,8,1893–1905,10.1890/12-1712.1,Y,article
SI2014,"si, chun can; dai, zhi cong; lin, ying; qi, shan shan; huang, ping; miao, shi li; du, dao lin",local adaptation and phenotypic plasticity both occurred in wedelia trilobata invasion across a tropical island,2014,biological invasions,16,11,2323–2337,10.1007/s10530-014-0667-4,Y,article
SIEM2001,"siemann, e.; rogers, w. e.",genetic differences in growth of an invasive tree species,2001,ecology letters,4,6,514–518,10.1046/j.1461-0248.2001.00274.x,Y,article
SIEM2003A,"siemann, evan; rogers, william e.",increased competitive ability of an invasive tree may be limited by an invasive beetle,2003,ecological applications,13,6,1503–1507,10.1890/03-5022,Y,article
SIEM2003B,"siemann, evan; rogers, wllliam e.","herbivory, disease, recruitment limitation, and success of alien and native tree species",2003,ecology,84,6,1489–1505,10.1890/0012-9658(2003)084[1489:hdrlas]2.0.co;2,Y,article
SIEM2003C,"siemann, evan; rogers, william e.",reduced resistance of invasive varieties of the alien tree sapium sebiferum to a generalist herbivore,2003,oecologia,135,3,451–457,10.1007/s00442-003-1217-4,Y,article
SIEM2006,"siemann, evan; rogers, william e.","recruitment limitation, seedling performance and persistence of exotic tree monocultures",2006,biological invasions,8,5,979–991,10.1007/s10530-005-0825-9,Y,article
